tweetler,tarih
"ABD İstihdam rakamları beklentinin çok altında geldi. Rakamlar ŞOK diyebiliriz. Bu bozulma Doları zatıflatıp, Türkiye’ye yarar diye düşündünüz belki, Ama bu hatalı. İstihdam azlığı Kötü hava koşulları ve Hükümetin kapanmasıyla alakalı. Saatlik ücretlerde de ciddi artış söz konusu",8 Mar 2019
ABD’den bir faiz artışı daha geldi.,13 Haz 2018
"ABD borsaları bugün de %9 yukarıda kapattı. Bir gün %10 çöküş, bir gün %9 fırlama. Bunlar inanılmaz günler. 25 Trilyon Dolarlık borsanın günlük %10 luk dalgalanması inanılmaz. Bu tip günlerde hiçbir hareket yapmamanızı, Daima uzun vadeli yatırımcı olmanızı öneririm.",13 Mar 2020
"ABD ticaret açığı rekor seviyeye çıktı
ABD’nin Soya Fasülyesi üreticileri kötü durumdalar. %28’lik ihracat düşüşleri var. Bu 3. Çeyrek büyümelerini etkileyecek.",8 Eki 2018
ABD’de 2. Çeyrek milli gelir küçülmesi %30’a varabilir diye tahmin ediliyor.,7 Nis 2020
"ABD ticaret açığı rekor seviyeye çıktı
ABD’nin Soya Fasülyesi üreticileri kötü durumdalar. %28’lik ihracat düşüşleri var. Bu 3. Çeyrek büyümelerini etkileyecek.",8 Eki 2018
ABD’de 2. Çeyrek milli gelir küçülmesi %30’a varabilir diye tahmin ediliyor.,7 Nis 2020
"Çin Yuan'nin değerinde yaptığı hesaplama değişikliği ile, ABD ile olan savaşta Yuan'ı bir silah olarak kullanmayacağını gösterdi. Yuan'nın değer kaybetmesi Çin'nin ihracat anlamında ABD karşısında daha güçlenmesi demek. Ancak şimdilik Çin Yuan'daki değersizleşmeyi yavaşlatıyor.",27 Ağu 2018
Powell ve Trump kavgasında elbette Powell’ın tarafındayım. Ancak Powell aksine ABD dahil Dünya ekonomisi için derin endişelerim var. Özellikle Kapital piyasalarındaki değerlemeler saçma seviyelerde. Firma karları o değerlemeleri karşılamıyor. Ekonomilerde büyük belirsizlik var.,18 Eyl 2019
"İstanbul Ergün Mehmet Öner Anadolu Lisesi öğrencileri, Türkiye Robotik yarışmasında 2. olmuşlar ve ABD’ye gitmeye hak kazanmışlar. Sponsor arıyorlar. Yardım edebilecek şirketlerin okul ile iletişime geçmesini rica ederim.",13 Mar 2019
Şu anda ABD kongresinden yardım çıkıp çıkmayacağı bekleniyor...,23 Mar 2020
ABD’de basketbol maçları seyircisiz oynanıyor. Okulların bir kısmı tatil ediliyor. Keşke ilk başta yapsalardı.,12 Mar 2020
"ABD'de Borsa yine eksi maalesef.
Ancak Cloud üzerinden gelir sağlayan hisse senetleri kısmen iyi durumda.
İş yapış şekillerimiz değişecek. Bu fiyatlanıyor.",19 Mar 2020
"Bir iki gün önce Aşı milliyetçiliği ile ilgili bir yazı okumuş, RT de etmiştim. Bu büyük sorun. Özellikle ABD aşıyı bulursa Dünya’nın geri kalanı için sorun olur. Çünkü özellikle mevcut başkanları bunu bir tehdit unsuru olarak kullanacaktır. Aşının bulunmasından öte adeti önemli",20 Ağu 2020
"ABD tarafından açıklanan Ambargo gayet cılız bir ambargo dedim diye bir çok arkadaşımız hocam bunun neresi cılız demiş. Arkadaşlar haklısınız, her ambargo kötüdür. Ancak ben yapılabilecek TAM bir ambargoya göre Cılız diyorum. Yani Bağıl olarak cılız. Ekonomi anlamında çok daha +",14 Ara 2020
ABD'li senatör Rand Paul da Corona Pozitif çıkmış.,22 Mar 2020
ABD’deki büyük şirketlerin Anti-monopol yasaları ışığında bölünmeleri lazım.,13 Eki 2020
"ABD borsaları:
Zengini daha zengin.
Fakiri daha Fakir yapıyor...
FED’in bastığı paralar sistemi iyice tıkıyor... Trump !",6 Haz 2020
"Sevgili Arkadaşlar.
Yarın için size güzel bir video hazırlıyorum. İçindeki konular.
*Ekonomi Bakanı istifası sonrası Ekonomi
*Cumhurbaşkanlığı açıklaması sonrası Ekonomi
*Benim hakkımda haklı bulduğum eleştiriler
*ABD seçimleri sonrası Ekonomi
*Bundan sonra Paranıza ne olacak+",14 Kas 2020
"12 saat içerisinde 1 Milyonuncu vaka görülür.
ABD 200 Bin Vakayı geçti.",1 Nis 2020
"ABD, Çin’den aldığı 500 Milyar Dolarlık malın neredeyse yarısına vergi koymuştu. Eğer Trump ve Çin liderinin görüşmesi kötü geçerse, Çin’nin sattığı malların diğer yarısına da vergi gelir. Piyasalar bu açıdan çok tedirgin. Tüm Dünya borsalarını vuran, vuracak olan bu gelişme.",29 Eki 2018
ABD ve ÇİN arasındaki ticari savaşı kısa vadede ÇİN'nin kazanması imkansız. Kısa vadede ÇİN çok daha büyük zarar görecektir. Bunu daha önce söylemiş idim. ÇİN borsaları ciddi yara aldı. Uzun vadede ise durum farklı olabilir ancak bunun koşulları var.,9 Eyl 2018
"Çalkantı devam eder ise, ABD borsalarının kapanması çağrıları artacaktır. Çağrıları yapanlar ABD piyasalarında canı yananlar olacaktır. Ama bunun olması son derece yanlış olur zira LİKİDİTE ihtiyacı karşılanamaz. Kaş yaparken göze dikkat etmeli. Umarım böyle bir şey olmaz.",17 Mar 2020
"Yüklediğim son videodan başlıklar:
Reel Ekonomide Zorluklar devam edecek. En kötüsünü görmedik.
Borsalar da daha kötü olur diye düşünmüştüm AMA Yanıldım.
Nedeni ABD’nin beklenenden ÇOK fazla ve ÇOK hızlı para basması.
Uzun vadede Borsalar BOL parayla rekor kırsada bu çözüm değil.",12 Nis 2020
ABD hükümeti Johnson & Johnson firması ile 456 milyon dolarlık aşı anlaşması imzalamış. Bir çok haber çıkıyor. Ancak insan hangisine inanacağını şaşırıyor. Aşı’nın 0.5-1 yıl sonra ancak olacağını söyleyen var. Aksini iddia eden var. Bunlar Finansal piyasalarda çalkantı yaratıyor.,31 Mar 2020
ABD'de az sayıda Havayolu şirketi var. Bu krizden en çok etkilenen sektörlerin başında geliyorlar. Örneğin United Airlines hisse senedi 1 yıl içindeki 96 Dolarlık tepe fiyatından 34 Dolara çakılmış durumda. Umalım ki bu kriz uzun sürmesin. Yoksa Devlet yardımına ihtiyaç duyarlar.,16 Mar 2020
1) ABD ve Çin arasındaki ticaret çatışması ile ilgili yazmak istiyorum. Yakın zaman önce iyileşme rayına giren ticaret savaşları Pazar günü ABD başkanının Twiti ile tekrar alev topuna dönüştü. Gümrük vergileri ile ABD savaşı derinleştirdi.,8 May 2019
"Bugün Dünya Finans piyasaları bir parça daha rahatlamış gözüküyor.
Ama ben bunun geçici olduğunu düşünüyorum. Daha en kötüsünü görmediğimizi düşünüyorum.

ABD Borsası daha da çakılmalı,
ABD tahvil faizleri daha da düşmeli,
Petroldeki bugünkü sıçrama sönmeli
Umarım Haksız Çıkarım!",10 Mar 2020
ABD Güney Çin Denizine 2 Uçak gemisi yolluyor. Çin’nin dibine! Olay ısınıyor.,4 Tem 2020
"Tüm Dünya ekonomik olarak ağır devletçiliğe doğru gidiyor. Ulaştırmadan, Kiralama şirketlerine kadar Devletleştirme söz konusu. ABD bazlı bu devletleştirme hareketlerine sevinenlere sözüm var:
""Devletlere Sahara Çölünü verin, Kum Kıtlığı çıkar""
Bedava olan tek şey olmayan şeydir.",23 May 2020
"ABD vakada birinciliğe oturdu.
Hala en kötüsünü gördük mü?
Hayır.
ABD'deki günlük ölüm sayıları 100'lü rakamlardan 700 sonra belki 1000'lere gelecek o zaman kabusta dibe yaklaşacağız.
Reel ekonomi açısından acılar devam edecek ama en azından sağlık açısından en dibe yaklaşacağız.",27 Mar 2020
"Trump çok büyük hatalar yaptı.
Çok büyük hatalar yapmaya devam ediyor. Genelde her felaket filmi, Bir Siyasetçinin, bir bilim insanını dinlememesi ile başlar. Bu da öyle başladı. Trump’ın küçük kurnazlıkları ABD ekonomisini vurdu, o kötülük de dönüp tüm Dünya ekonomisini vuruyor.",16 Nis 2020
"Piyasaların en kötü olduğu zamanlarda insanlar panik olur. Halbuki belkide en az panik olmaları gereken yerler orasıdır. Bu Virüs işi de gelip geçince, ABD tarafından basılan paralar ile çok sert iyileşmeler görebiliriz. O yüzden Panik ile hareket etmemeli kimse+",16 Mar 2020
"ABD’de Trump’ın, Gazetecilik haklarını gaspettiği gazeticiye, hakları yargıç tarafından geri verildi. İsterse %99 oy alsın anayasal hakların korunması böyle oluyor...",17 Kas 2018
ABD mali politikayla ekonomiye sokacağı 2 Trilyon ve para politikasıyla genişleyeceği 4 Trilyon ile 6 Trilyonluk müdahale ediyor. Bu daha da artar mı? Şaka gibi ama evet artar !,28 Mar 2020
ABD’den gelen tarım dışı istihdam rakamı inanılmaz yüksek! Beklentiyi ciddi şekilde aştı. Dolar pozitif!,4 Oca 2019
ABD’de Corona virüsünden ilk ölüm gerçekleşti. Haftalardır söylüyorum. Bu işi ciddiye almak zorundayız.,1 Mar 2020
"ABD’deki Orta halli aile geliri 400,000 TL civarına çıkmış..",18 Eyl 2018
"Goldman Sachs:
Amerikan ekonomik aktivitesi için ikinci çeyrekte %24'lük daralma bekliyor...
Bunlar inanılmaz rakamlar. Ama muhtemelen doğruya yakın. 
Nedeni:
ABD bir hizmet ekonomisidir ve insanların birbiri ile iletişim içinde olmasını gerektiren bir ekonomidir.",20 Mar 2020
"Bundan tam 14 ay sonra:
Joe Biden veya Elizabeth Warren ABD başkanı.",30 Eyl 2019
"Şu koca dünyada Ekonomik olarak son 1-2 yılda doğru hamleler atan 2-3 ülke var... Koskoca ABD, İngiltere, Çin vs vs onlarca ekonomi politikası hatası yapıyor...",3 Oca
"ABD'deki büyük şirketlerin bölünmesi lazım.
Monopol gücüne ulaşmış şirketlerin baskıcı rejimlerden farkı kalmaz.
Şirketleri bölün,
Rekabeti arttırın,
Rekabet sayesinde mal ve hizmetlerin kalitesini arttırın, fiyatlarını düşürün...",25 Ara 2020
"1) Söylemek istediğim çok basit:
Bir deney yapalım. Aşılar konusunda sadece ülkesinde değil Dünya çapında uzman olan 100 tane saygın bilim insanını seçelim. Hepsine:
a) ABD-Alman Pfizer
b) ABD Moderna
c) İngiliz Astra Zenaca
d) Rus
e) Çin
aşısı alternatiflerini sunalım+",4 Ara 2020
"S&P500 Vadelileri LİMİT-DOWN'a vurdu.
Açıklama:
S&P500 ABD'deki 500 şirketin endeksidir (Bizim Bist100 gibi)
S&P500 endeksi Piyasalar açılmadan da alınır satılır. Bunun yapıldığı enstrümana Vadeli (Futures) denir.
Eğer bu Vadeliler eksi %5'i vurursa buna Limitdown denir.",16 Mar 2020
"Sizleri bilgilendirmek isterim:
Az önce Amerikan Piyasaları kapandı.
Ben 35 yıldır böyle bir gün görmedim.
1987 Borsa krizinden sonra ABD borsalarının en büyük düşüşü gerçekleşti: - % 9.99 hemde bir günde.
Hisse yanında Tahvil-Altın-Emtia hepsi düştü. Nedeni Nakite kaçış.",12 Mar 2020
"Çin ve ABD arasındaki ticari savaşta,
Çin’nin büyük yara alarak çıkacağını söylemiştim. Bu gerçekleşiyor. Büyümede büyük sorun var.
1.4 Milyar insan yaşlandığında,
insanlara bakacak gıda eksildiğinde,
Robotlar, Çinli işçilerden daha ucuza ürettiğinde,
Sorunları da katlanacak.",2 Şub 2019
"Sevgili Arkadaşlar:
Çok değer verdiğim Dış ilişkiler alanında Türkiye’deki en önemli uzmanlardan biri: “Özgür sen ekonomik açıdan ABD ambargosu Cılız dedin ama kesinlikle Cılız değil” diye beni uyardı.
Ben dar baktım sanırım. Sizleri de hatamdan ötürü bilgilendirmek istedim.",15 Ara 2020
"ABD’de öylesine kötü bir ekonomi yönetimi var ki, Bunca bilanço genişlemesinin yönü şaşırılınca altta kalanın iyice canı çıkıyor. Para 3 yere gidebilir:
1) Temettü
2) Hisse geri alımı
3) Yatırım
ABD’nin parayı 3. Şıkka yönlendirecek politikalar izlemesi lazım. Böyle olmaz...",12 Ağu 2020
"Bu sözümü lütfen unutmayın:
Sosyal Güvenlik sistemi denen şey bir Saadet Zinciridir.
ABD başta olmak üzere tüm Dünya’nın çarpık sosyal güvenlik sistemleri de batmaya mahkumdur.",18 Tem 2020
"ABD bu krize Para ile saldırıyor.
Güney Kore ise Disiplin ve Para ile...

Elbetteki Güney Kore'nin yolu doğru yol. Sadece para ile çözülecek bir problem değil bu. ABD 1-2 haftaya daha panik olunca anlar durumu.",27 Mar 2020
"Çin toplamda 2.2 Trilyon Dolarlık Mal satıyor.
1.4 Milyar insanı bu şekilde besliyor.
Sattığı Malın 500 Milyar Doları ABD'ye
ABD-Fransa-Ingiltere-Japonya-Almanya-Kanada
gibi ülkelere sattığı toplam mal 1 Trilyon.
Bir ticari savaşta:
Milyonlarca Çinli aç kalır demek fal değil...",18 Tem 2018
ABD’deki MIT üniversitesinde beyninizdeki düşünceyi anlayıp aksiyona çeviren alet çalışmaları başarılı gidiyor...,7 Ağu 2020
"Ankara’da doğdum.
Demirci ve Salihli’de boy attım.
İzmir’de büyüdüm.
İstanbul’da Üniversite okudum.
Boston ve NewYork’da 15 yıl okudum ve çalıştım. Ve şunu gördüm:
Türkiye’de:
SEVGİ var, SAYGI yok
ABD’de:
SEVGİ yok, SAYGI var.
Türkiye’de ikisi olana kadar bir kanadım kırık...",18 Eyl 2018
"ABD başkanı hayatımda gördüğüm en .... neyse.
Nasıl kalkıp dezenfektan maddelerin vücuda enjekte edilmesinden bahsedebiliyor? İnanılmaz ",25 Nis 2020
"Amerikalılara tavsiyelerim:
(Hep kendi ülkem Türkiye'ye tavsiye vermeyeyim :-))
ABD seçimleri hakkında tahmin ettiklerim birer birer gerçekleşti. Trump hem seçimi hem senatoyu kaybetti (tüm zorbalığına rağmen!). Peki şimdi ?",6 Oca
"ABD’de bugün gerçekleşen Georgia senato seçimleri, Dünya ekonomisi açısından önemli.",5 Oca
"ABD:
Her vatandaşına 1000 Dolar aktarmayı düşünüyor (Nisan Sonu).
Ayrıca virüs ile savaş için 1.2 Trilyon Dolar ayrılacak.",17 Mar 2020
"ABD, Avrupa’dan ithal edilen otomobillere %25 ek vergi getiriyor. Serbest ticaret düşmanlığı ile ABD hiçbir yere varamaz. Kısa vadede işlerine yarasa da uzun vadede ABD’yi vurur bu durum.",22 Ağu 2018
"Amerikan merkez bankası bilançosu 6.6 Trilyon Dolar oldu. Para bas bas nereye kadar? Bu karşılıksız basılan paralar ABD`nin başını feci ağrıtacak... Ekonomiyi yanlış yönet, sonra her sorunun üstünü para ile kapatmaya çalış ",1 May 2020
"Vay Vay Vay:
Trump’ın senatörlerinden Graham, Georgia eyaletinde, Biden’a verilen bazı oyların sayılmaması için yetkilileri aramış. ABD çalkalanıyor.... Bu arada Trump severlere not: Graham azılı Türkiye düşmanıdır...",17 Kas 2020
"Amerika çalkalanıyor:
Trump gider ayak Georgia eyaletinin valiliğini arayıp seçimlerin iptalini istemiş. Telefon kayıtları ortaya çıktı. Seçimlere, devletin gücünü kullanarak hile karıştırmaya çalışmak ABD’de ağır suç. Böyle devam ederse yarınki senato seçimlerinde de kaybeder.",4 Oca
"ABD'de kan gövdeyi götürüyor.
Dünyada kendileri ile alakalı olmayan ülkeler ile uğraşacaklarına kendi ülkelerindeki ırkçılığı çözselerdi ilk önce!
Bunca olay olmasaydı o ırkçı polisi yargılamazlardı.
Dünya inanılmaz bir değişimin eşiğinde.",31 May 2020
"Tüm Dünya için, Olayın 3 aşaması var:
1) Sağlık sistemlerinin kitlenmesi
2) İşsiz kalacak insanların feryadı
3) ABD başta olmak üzere çılgınca ve karşılıksız basılan paraların, o kağıt paraları PUL ve ÇÖP yapması.
...
Bu 3 aşamadan sonra TÜM Dünya şapkasını önüne koyup düşünmeli.",21 Mar 2020
"Bugün ABD’de sadece iki şirketin (Apple ve Amazon) değerindeki BİR GÜNLÜK artış, Türkiye’deki tüm şirketlerin toplam değeri kadar oldu...",12 Eki 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
