tweetler,tarih
"ABD tarafından açıklanan Ambargo gayet cılız bir ambargo dedim diye bir çok arkadaşımız hocam bunun neresi cılız demiş. Arkadaşlar haklısınız, her ambargo kötüdür. Ancak ben yapılabilecek TAM bir ambargoya göre Cılız diyorum. Yani Bağıl olarak cılız. Ekonomi anlamında çok daha +",14 Ara 2020
3) Ekonomi ve Sosyolojinin babasi Ibn-i Haldun (diger adi ile IBN KHALDUN'dur). Bu arap bilim adaminin yazitlari ile baslamistir her sey.,19 Kas 2012
"2) Artik Finans ve Ekonomi, Siyasetten, Siyasette Finans ve Ekonomiden ayrilamayacak parcalar, birini ongormeniz gelecegi gormenize yetmez!",31 Eki 2011
"Ekonomi acisindan
Gelecek 4 yil, Gecmis 4 yildan
daha mi iyi, daha mi kotu olacak?",1 Kas 2015
"ABD’de öylesine kötü bir ekonomi yönetimi var ki, Bunca bilanço genişlemesinin yönü şaşırılınca altta kalanın iyice canı çıkıyor. Para 3 yere gidebilir:
1) Temettü
2) Hisse geri alımı
3) Yatırım
ABD’nin parayı 3. Şıkka yönlendirecek politikalar izlemesi lazım. Böyle olmaz...",12 Ağu 2020
"Ekonomi Bakani Yunanistan'nin batmasinin soz konusu olmiyacagini, birlikten cikmasinin soz konusu olmiyacagini soyledi.",29 Eyl 2011
"Sonra bir endeks cikar bu endeks 50 den buyukse ekonomi gesmise gore daha iyidir, 50 den kucukse daha kotudur.",31 Eki 2011
"Ekonomi boyle bir sey iste. Resesyon gelir emtia fiyatlari parcalanir, onlar parcalanir resesyon gider...",3 Eki 2011
"Ekonomi Kit kaynaklarin yonetilmesidir.
Bireyler Ekonomik olarak ESIT degildir.
Olamaz.
Esit yapmayi vaad edenler:
Yalan soyluyordur.",4 Kas 2015
"Artık sözlerin bir önemi kalmadı.
Ekonomi için sadece eylem işe yarayacak. Reform yapacağım demenin değeri yok. Reform yapmanın var.",27 Kas 2020
"Finansal piyasalar ve Ekonomi için artık söylemlerin, lafların, açıklamaların değil. O sözlerin Eyleme geçmesinin etkisi var. Sözlerin yeterli olduğu dönem 2000’lerin başıydı. Artık o dönem bitti...",23 Kas 2020
"ABD vakada birinciliğe oturdu.
Hala en kötüsünü gördük mü?
Hayır.
ABD'deki günlük ölüm sayıları 100'lü rakamlardan 700 sonra belki 1000'lere gelecek o zaman kabusta dibe yaklaşacağız.
Reel ekonomi açısından acılar devam edecek ama en azından sağlık açısından en dibe yaklaşacağız.",27 Mar 2020
"Yasama, Yürütme ve Yargı
birbirinden bağımsız değilse,
Orada Ekonomi batar.
Sefillik başlar...
Bunu öğrenemeyen toplumları acıklı bir gelecek bekliyor.",24 Haz 2019
"Artık seçimler bittiğine göre ülke olarak, tam konsantrasyonla yapısal reformlara eğilmeliyiz.Siyasetçilerden de bu tip açıklamalar gelmesi olumlu. Ekonomi anlamında kökten bir reform hareketi şart. İlk önce piyasalara güven verip, sonrasında Enflasyonla tam saha mücadele etmeli.",1 Nis 2019
Yunanistan ile ilgili Ekonomi haberlerinde abartma var: “Kurtuldular” şeklinde. Bu doğru değil. Sadece bütçe özgürlüğü aldılar. 2060 yılına kadar 370 milyar dolar ödemeleri lazım. Bu öylesine küçük bir ülke için muazzam bir rakam. Yunanistan’ı hala çok zor günler bekliyor+,21 Ağu 2018
Şimdi Biden da Trump’in yaptığı bazı ekonomi politikası hatalarına devam edecek. Sorumlu ekonomi politikası Dünya’da hayal oldu ...,15 Oca
"Devletçi ekonomi isteyenler
Sizden iki şey saklar:
1-Mortgage krizinin nedeni:
ucuz kredi
2-Gelir adaletsizliğinin bir nedeni:
bol paradır..",7 Kas 2015
"Bugun Saat 6 PM de ""Atli Kosk"" de konusma yapacagim. Ekonomi konusacagiz, Gelecegi Konusacagiz, Universiteyi konusacagiz.",15 Eki 2012
"Dunya'nin krizden cikisinin tek yolu:
Bireye dayali ekonomi,
Yarisan ekonomi,
Verimli ekonomi,
Devletlerin kuculdugu ekonomi...",27 Oca 2016
"Basın Özgür değilse,
Eğitim Evrensel değilse,
Hukuk üstün değilse,
Liyakatli işinde değilse,
Ekonomi krizden çıkıp krize girer.
Sanırım net...",16 Nis 2019
"Arkadaşlar Bana:
Ekonomi, Yatırımlarınız, Üniversite, Dolar, Altın, Digital Para, Kariyer Planlaması, Master, Yurtdışı eğitim 
Hakkında her gün yüzlerce mesaj geliyor. Benim bu mesajlara birer birer dönmem Teknik olarak, Matematiksel olarak gerçekten imkansız. Özür Dilerim...",6 Ağu 2018
"Genelde Ekonomi-Bilim-Teknoloji,
dışında program seyretmiyorum.
Uzun zamandır ilk defa çok beğendiğim bir siyasetçi oldu @halukpeksen",23 Tem 2016
"Ambargo kararından Türkiye etkilenmez, çok cılız bir ambargo, yani yapılmak için yapılmış, bir kişiye vize verseler ne olur vermeseler ne olur Türkiye için çok güzel haber Bu ekonomi üzerinde bir risk idi. Risk şimdilik kalktı (tam olarak değil tabii) şimdi acil REFORMlar..",14 Ara 2020
"Avrupa Birliği:
Sosyal anlamda iyi bir proje olsa da,
Ekonomi anlamında son derece eksik ve yanlış bir proje.
Gelecekte Birliğin Ekonomik anlamda çatırdamasına şahit olacağız.",30 May 2018
Avustralya ekonomi destek paketine gelecek altı ay için 80 Milyar Dolar daha koyuyor.,30 Mar 2020
"Sevgili Arkadaşlar.
Yarın için size güzel bir video hazırlıyorum. İçindeki konular.
*Ekonomi Bakanı istifası sonrası Ekonomi
*Cumhurbaşkanlığı açıklaması sonrası Ekonomi
*Benim hakkımda haklı bulduğum eleştiriler
*ABD seçimleri sonrası Ekonomi
*Bundan sonra Paranıza ne olacak+",14 Kas 2020
"Ben bu başlığı BEĞENMEDİM.
Yıllardır Ekonomi yönetiminin ne büyük yanlışlar yaptığını en çok haykıranlardanım. Ülkemizin rezervlerini YOK ettiler. Başkan değişti. Rezervlerin yerine konması lazım. Ancak 1. Dakikadan itibaren Rezervler yerine konmadı demek;",28 Ara 2020
"Şu koca dünyada Ekonomik olarak son 1-2 yılda doğru hamleler atan 2-3 ülke var... Koskoca ABD, İngiltere, Çin vs vs onlarca ekonomi politikası hatası yapıyor...",3 Oca
"Amerikan borsaları ikinci gün üst üste Ralli yapıyor. Hastalıkta tepe noktasının görüldüğünü düşünüyor piyasalar. Elbette reel ekonomi çok daha arkadan geliyor. Reel ekonomilerde ise, işsizlikten tutun, kapalı duran şirketlere kadar, sıkıntı devam ediyor.",7 Nis 2020
"Devlet eli ile Ekonomi yurutulemeyecegi,
CIN tarafindan kanitlanmis oldu.
CIN buyuk bir ekonomi olabilir,
Ama Etkin bir ekonomi asla olamaz.",7 Oca 2016
"ABD faiz artirimi icin cok gec kaldi.
Ekonomi de tepe noktasi kacirildi.
Bundan sonra artacak faiz.
Sadece inecek faizin habercisi olur.",5 Ara 2015
"Kamulastirmanin ekonomi icin iyi bir sey oldugunu, Ozellestirmenin de kotu bir sey oldugunu savunanlar, Ekonomi nedir anlamayanlardir.",21 Eyl 2013
6) Turkiye iyi durumdadir. Ancak Ekonominin en buyuk riskleri Ekonomi ile alakali degil siyaset ile alakalidir.,22 Eyl 2012
"Ekonomi de Tarihe taniklik ediyorsunuz. Bir parca da olsa sallanacaksiniz, baskalari yerle bir olurken sadece sallanmak ise bir lutufdur.",1 Eki 2011
Televizyonlara çıkıp Ekonomi çok iyi diyenlerde “kendine saygı” problemi var.,7 Nis 2019
Naci bey ekonomi hakkında deneyimi olan bir isim. Bağımsız davranarak sert tedbirler alırsa (Ciddi haftalık repo faiz artırımı). Dövizdeki hareketlenmenin önüne geçebiliriz... Ondan sonrasında da ciddi reformlara girişmeliyiz.,7 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
